"part_id","age","ageRound","cueDum","cueContrast","blockNum","trialNum","tType","acc","reachRT","minDist","minPDist","szDummyAgg","Reach Type","Age","Condition","Trial Type"
1006,4.06,4,1,0.5,9,36,-0.5,1,0,1.354546,1,0,"No-go: Non-Reach","4 (n=37)","Cue Highlight","No-Go"
1007,5.7,5,1,0.5,1,1,0.5,0,0,0.330942812652812,0.209884551573494,1,"Go: Inaccurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,1,2,0.5,1,1183.82071844,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,1,3,-0.5,1,0,0.919097144473284,0.703792839127423,1,"No-go: Partial Reach","5 (n=44)","Cue Highlight","No-Go"
1007,5.7,5,1,0.5,1,4,0.5,1,1182.19483723,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,2,5,0.5,1,1181.69990488,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,2,6,0.5,1,1591.41912464,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,2,7,-0.5,1,0,0.791066087015224,0.605753864720062,1,"No-go: Partial Reach","5 (n=44)","Cue Highlight","No-Go"
1007,5.7,5,1,0.5,2,8,0.5,1,967.506269143,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,3,9,0.5,1,966.976065754,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,3,10,0.5,1,1283.10756075,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,3,11,-0.5,1,0,1.30592,1,0,"No-go: Non-Reach","5 (n=44)","Cue Highlight","No-Go"
1007,5.7,5,1,0.5,3,12,0.5,1,1184.09492234,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,4,13,0.5,1,2060.62693706,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,4,14,0.5,1,1562.91955472,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,4,15,-0.5,1,0,1.30592,1,0,"No-go: Non-Reach","5 (n=44)","Cue Highlight","No-Go"
1007,5.7,5,1,0.5,4,16,0.5,1,1186.97975215,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,5,17,0.5,1,968.117823481,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,5,18,-0.5,1,0,1.388758,1,0,"No-go: Non-Reach","5 (n=44)","Cue Highlight","No-Go"
1007,5.7,5,1,0.5,5,19,-0.5,1,0,1.30592,1,0,"No-go: Non-Reach","5 (n=44)","Cue Highlight","No-Go"
1007,5.7,5,1,0.5,5,20,0.5,1,1321.35217793,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,6,21,-0.5,1,0,1.576785,1,0,"No-go: Non-Reach","5 (n=44)","Cue Highlight","No-Go"
1007,5.7,5,1,0.5,6,22,-0.5,1,0,1.388758,1,0,"No-go: Non-Reach","5 (n=44)","Cue Highlight","No-Go"
1007,5.7,5,1,0.5,6,23,0.5,1,1888.29376909,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,6,24,0.5,1,1421.04691276,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,7,25,0.5,0,0,1.576785,1,0,"Go: Inaccurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,7,26,0.5,1,1440.47670518,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,7,27,0.5,0,0,1.30592,1,0,"Go: Inaccurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,7,28,0.5,1,1650.53907804,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,8,29,0.5,1,1551.2954712,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,8,30,0.5,1,1184.30541081,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,8,31,0.5,1,1593.9347463,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,8,32,0.5,1,1791.36041542,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,9,33,-0.5,0,2286.5060962,0,0,1,"No-go: Full Reach","5 (n=44)","Cue Highlight","No-Go"
1007,5.7,5,1,0.5,9,34,-0.5,1,0,1.07281562060964,0.772500047243394,1,"No-go: Partial Reach","5 (n=44)","Cue Highlight","No-Go"
1007,5.7,5,1,0.5,9,35,0.5,1,1186.99340545,0,0,1,"Go: Accurate","5 (n=44)","Cue Highlight","Go"
1007,5.7,5,1,0.5,9,36,-0.5,0,1433.87874499,0,0,1,"No-go: Full Reach","5 (n=44)","Cue Highlight","No-Go"
1008,7.38,7,0,-0.5,1,1,-0.5,1,0,1.0897078745334,0.691094774831952,1,"No-go: Partial Reach","7 (n=26)","No Cue Highlight","No-Go"
1008,7.38,7,0,-0.5,1,2,0.5,1,941.25380586,0,0,1,"Go: Accurate","7 (n=26)","No Cue Highlight","Go"
1008,7.38,7,0,-0.5,1,3,0.5,1,1163.25599494,0,0,1,"Go: Accurate","7 (n=26)","No Cue Highlight","Go"
1008,7.38,7,0,-0.5,1,4,0.5,1,848.854487614,0,0,1,"Go: Accurate","7 (n=26)","No Cue Highlight","Go"
1008,7.38,7,0,-0.5,2,5,-0.5,1,0,1.576785,1,0,"No-go: Non-Reach","7 (n=26)","No Cue Highlight","No-Go"
1008,7.38,7,0,-0.5,2,6,0.5,1,1303.21262294,0,0,1,"Go: Accurate","7 (n=26)","No Cue Highlight","Go"
1008,7.38,7,0,-0.5,2,7,0.5,1,984.616706185,0,0,1,"Go: Accurate","7 (n=26)","No Cue Highlight","Go"
1008,7.38,7,0,-0.5,2,8,0.5,1,968.417627329,0,0,1,"Go: Accurate","7 (n=26)","No Cue Highlight","Go"
1008,7.38,7,0,-0.5,3,9,-0.5,1,0,1.576785,1,0,"No-go: Non-Reach","7 (n=26)","No Cue Highlight","No-Go"
1008,7.38,7,0,-0.5,3,10,0.5,1,942.505927811,0,0,1,"Go: Accurate","7 (n=26)","No Cue Highlight","Go"
1008,7.38,7,0,-0.5,3,11,0.5,1,1089.14528028,0,0,1,"Go: Accurate","7 (n=26)","No Cue Highlight","Go"
1008,7.38,7,0,-0.5,3,12,0.5,1,743.623906029,0,0,1,"Go: Accurate","7 (n=26)","No Cue Highlight","Go"
1008,7.38,7,0,-0.5,4,13,-0.5,1,0,1.576785,1,0,"No-go: Non-Reach","7 (n=26)","No Cue Highlight","No-Go"
1008,7.38,7,0,-0.5,4,14,0.5,1,1168.03180765,0,0,1,"Go: Accurate","7 (n=26)","No Cue Highlight","Go"
1008,7.38,7,0,-0.5,4,15,-0.5,0,1001.26520637,0,0,1,"No-go: Full Reach","7 (n=26)","No Cue Highlight","No-Go"
1008,7.38,7,0,-0.5,4,16,0.5,1,831.893099165,0,0,1,"Go: Accurate","7 (n=26)","No Cue Highlight","Go"
